Filament Name,Filament Material,Filament Link,Filament Color,Filament Color Image Link,Filament Color Hex,Link to Filament TDS
"Filament Spectrum ReFill PLA Premium 1.75mm FOREST GREEN 1kg","PLA Premium","https://ca.spectrumfilaments.com/products/filament-spectrum-refill-pla-premium-1-75mm-forest-green-1kg","FOREST GREEN","https://cdn.shopify.com/s/files/1/0912/5042/6226/files/eng_pl_Filament-Spectrum-ReFill-PLA-Premium-1-75mm-FOREST-GREEN-1kg-1827_1.jpg?v=1750854137",Not Available,Not Available
"Filament Spectrum ReFill PLA Premium 1.75mm DEEP BLACK 1kg","PLA Premium","https://ca.spectrumfilaments.com/products/filament-spectrum-refill-pla-premium-1-75mm-deep-black-1kg","DEEP BLACK","https://cdn.shopify.com/s/files/1/0912/5042/6226/files/eng_pl_Filament-Spectrum-ReFill-PLA-Premium-1-75mm-DEEP-BLACK-1kg-1825_1.jpg?v=1750854202",Not Available,Not Available
"Filament Spectrum ReFill Pastello PLA 1.75mm BONBON ROSE 1kg","Pastello PLA","https://ca.spectrumfilaments.com/products/filament-spectrum-refill-pastello-pla-1-75mm-bonbon-rose-1kg","BONBON ROSE","https://cdn.shopify.com/s/files/1/0912/5042/6226/files/eng_pl_Filament-Spectrum-ReFill-Pastello-PLA-1-75mm-BONBON-ROSE-1kg-1872_1.jpg?v=1750854217",Not Available,Not Available
"Filament Spectrum ReFill Premium PLA High Speed 1.75mm NEON ORANGE UV 1kg","Premium PLA High Speed","https://ca.spectrumfilaments.com/products/filament-spectrum-refill-premium-pla-high-speed-1-75mm-neon-orange-uv-1kg","NEON ORANGE UV","https://cdn.shopify.com/s/files/1/0912/5042/6226/files/eng_pl_Filament-Spectrum-ReFill-Premium-PLA-High-Speed-1-75mm-NEON-ORANGE-UV-1kg-1942_1.jpg?v=1750854233",Not Available,Not Available
"Spectrum 5PACK Material Mix 1.75mm (5x 0.25kg) #2","5PACK Material Mix","https://ca.spectrumfilaments.com/products/spectrum-5pack-material-mix-1-75mm-5x-0-25kg-2","(5x 0.25kg)","https://cdn.shopify.com/s/files/1/0912/5042/6226/files/eng_pl_Filament-Spectrum-5PACK-Materials-Mix-2-1-75mm-5x-0-25kg-1535_1.jpg?v=1750854245",Not Available,Not Available
"Spectrum 5PACK Material Mix 1.75mm (5x 0.25kg) #1","5PACK Material Mix","https://ca.spectrumfilaments.com/products/spectrum-5pack-material-mix-1-75mm-5x-0-25kg-1","(5x 0.25kg)","https://cdn.shopify.com/s/files/1/0912/5042/6226/files/eng_pl_Filament-Spectrum-5PACK-Materials-Mix-1-1-75mm-5x-0-25kg-1536_1.jpg?v=1750854258",Not Available,Not Available
"Filament Spectrum FlameGuard PLA 1.75mm TECHNICAL RED 1kg","FlameGuard PLA","https://ca.spectrumfilaments.com/products/filament-spectrum-flameguard-pla-1-75mm-technical-red-1kg","TECHNICAL RED","https://cdn.shopify.com/s/files/1/0912/5042/6226/files/eng_pl_Filament-Spectrum-FlameGuard-PLA-1-75mm-TECHNICAL-RED-1kg-2628_3.jpg?v=1750854276",Not Available,Not Available
"Filament Spectrum FlameGuard PLA 1.75mm PERFORMANCE BLUE 1kg","FlameGuard PLA","https://ca.spectrumfilaments.com/products/filament-spectrum-flameguard-pla-1-75mm-performance-blue-1kg","PERFORMANCE BLUE","https://cdn.shopify.com/s/files/1/0912/5042/6226/files/eng_pl_Filament-Spectrum-FlameGuard-PLA-1-75mm-PERFORMANCE-BLUE-1kg-2627_1.jpg?v=1750854294",Not Available,Not Available
"Filament Spectrum FlameGuard PLA 1.75mm LIGHT GREY 1kg","FlameGuard PLA","https://ca.spectrumfilaments.com/products/filament-spectrum-flameguard-pla-1-75mm-light-grey-1kg","LIGHT GREY","https://cdn.shopify.com/s/files/1/0912/5042/6226/files/eng_pl_Filament-Spectrum-FlameGuard-PLA-1-75mm-LIGHT-GREY-1kg-2626_3.jpg?v=1750854438",Not Available,Not Available
"Filament Spectrum FlameGuard PLA 1.75mm INDUSTRIAL GREY 1kg","FlameGuard PLA","https://ca.spectrumfilaments.com/products/filament-spectrum-flameguard-pla-1-75mm-industrial-grey-1kg","INDUSTRIAL GREY","https://cdn.shopify.com/s/files/1/0912/5042/6226/files/eng_pl_Filament-Spectrum-FlameGuard-PLA-1-75mm-INDUSTRIAL-GREY-1kg-2625_3.jpg?v=1750854376",Not Available,Not Available
"Filament Spectrum FlameGuard PLA 1.75mm POLAR WHITE 1kg","FlameGuard PLA","https://ca.spectrumfilaments.com/products/filament-spectrum-flameguard-pla-1-75mm-polar-white-1kg","POLAR WHITE","https://cdn.shopify.com/s/files/1/0912/5042/6226/files/pi654-tifsce421-imgasp-attid-2018296_-1_-1_196225_9dc07b4a-0df5-4474-b51d-3a2b345f54dd.jpg?v=1750854454",Not Available,Not Available
"Filament Spectrum FlameGuard PLA 1.75mm MIDNIGHT BLACK 1kg","FlameGuard PLA","https://ca.spectrumfilaments.com/products/filament-spectrum-flameguard-pla-1-75mm-midnight-black-1kg","MIDNIGHT BLACK","https://cdn.shopify.com/s/files/1/0912/5042/6226/files/pi654-tifsce420-imgasp-attid-2018294_-1_-1_338210.jpg?v=1750854466",Not Available,Not Available
"Filament Spectrum FlameGuard PLA 1.75mm POLAR WHITE 0.25kg","FlameGuard PLA","https://ca.spectrumfilaments.com/products/filament-spectrum-flameguard-pla-1-75mm-polar-white-0-25kg","POLAR WHITE","https://cdn.shopify.com/s/files/1/0912/5042/6226/files/eng_pl_Filament-Spectrum-FlameGuard-PLA-1-75mm-POLAR-WHITE-0-25kg-2622_3.jpg?v=1750854500",Not Available,Not Available
"Filament Spectrum FlameGuard PLA 1.75mm MIDNIGHT BLACK 0.25kg","FlameGuard PLA","https://ca.spectrumfilaments.com/products/filament-spectrum-flameguard-pla-1-75mm-midnight-black-0-25kg","MIDNIGHT BLACK","https://cdn.shopify.com/s/files/1/0912/5042/6226/files/eng_pl_Filament-Spectrum-FlameGuard-PLA-1-75mm-MIDNIGHT-BLACK-0-25kg-2582_3.jpg?v=1750854511",Not Available,Not Available
"Filament Spectrum SafeGuard PLA 1.75mm TRUE RED 1kg","SafeGuard PLA","https://ca.spectrumfilaments.com/products/filament-spectrum-safeguard-pla-1-75mm-true-red-1kg","TRUE RED","https://cdn.shopify.com/s/files/1/0912/5042/6226/files/eng_pl_Filament-Spectrum-SafeGuard-PLA-1-75mm-TRUE-RED-1kg-2723_3.jpg?v=1750854526",Not Available,Not Available
"Filament Spectrum SafeGuard PLA 1.75mm DARK BLUE 1kg","SafeGuard PLA","https://ca.spectrumfilaments.com/products/filament-spectrum-safeguard-pla-1-75mm-dark-blue-1kg","DARK BLUE","https://cdn.shopify.com/s/files/1/0912/5042/6226/files/eng_pl_Filament-Spectrum-SafeGuard-PLA-1-75mm-DARK-BLUE-1kg-2722_3.jpg?v=1750854542",Not Available,Not Available
"Filament Spectrum SafeGuard PLA 1.75mm LIGHT GREY 1kg","SafeGuard PLA","https://ca.spectrumfilaments.com/products/filament-spectrum-safeguard-pla-1-75mm-light-grey-1kg","LIGHT GREY","https://cdn.shopify.com/s/files/1/0912/5042/6226/files/eng_pl_Filament-Spectrum-SafeGuard-PLA-1-75mm-LIGHT-GREY-1kg-2721_3.jpg?v=1750854555",Not Available,Not Available
"Filament Spectrum SafeGuard PLA 1.75mm INDUSTRIAL GREY 1kg","SafeGuard PLA","https://ca.spectrumfilaments.com/products/filament-spectrum-safeguard-pla-1-75mm-industrial-grey-1kg","INDUSTRIAL GREY","https://cdn.shopify.com/s/files/1/0912/5042/6226/files/eng_pl_Filament-Spectrum-SafeGuard-PLA-1-75mm-INDUSTRIAL-GREY-1kg-2720_3.jpg?v=1750854571",Not Available,Not Available
"Filament Spectrum SafeGuard PLA 1.75mm POLAR WHITE 1kg","SafeGuard PLA","https://ca.spectrumfilaments.com/products/filament-spectrum-safeguard-pla-1-75mm-polar-white-1kg","POLAR WHITE","https://cdn.shopify.com/s/files/1/0912/5042/6226/files/eng_pl_Filament-Spectrum-SafeGuard-PLA-1-75mm-POLAR-WHITE-1kg-2719_3.jpg?v=1750854582",Not Available,Not Available
"Filament Spectrum SafeGuard PLA 1.75mm DEEP BLACK 1kg","SafeGuard PLA","https://ca.spectrumfilaments.com/products/filament-spectrum-safeguard-pla-1-75mm-deep-black-1kg","DEEP BLACK","https://cdn.shopify.com/s/files/1/0912/5042/6226/files/eng_pl_Filament-Spectrum-SafeGuard-PLA-1-75mm-DEEP-BLACK-1kg-2706_3.jpg?v=1750854779",Not Available,Not Available
"Filament Spectrum FlameGuard ASA 275 1.75mm NAVY BLUE 1kg","FlameGuard ASA 275","https://ca.spectrumfilaments.com/products/filament-spectrum-flameguard-asa-275-1-75mm-navy-blue-1kg","NAVY BLUE","https://cdn.shopify.com/s/files/1/0912/5042/6226/files/eng_pl_Filament-Spectrum-FlameGuard-ASA-275-1-75mm-NAVY-BLUE-1kg-2702_3.jpg?v=1750854794",Not Available,Not Available
"Filament Spectrum FlameGuard ASA 275 1.75mm BLOODY RED 1kg","FlameGuard ASA 275","https://ca.spectrumfilaments.com/products/filament-spectrum-flameguard-asa-275-1-75mm-bloody-red-1kg","BLOODY RED","https://cdn.shopify.com/s/files/1/0912/5042/6226/files/eng_pl_Filament-Spectrum-FlameGuard-ASA-275-1-75mm-BLOODY-RED-1kg-2701_3.jpg?v=1750854806",Not Available,Not Available
"Filament Spectrum FlameGuard ASA 275 1.75mm SILVER STAR 1kg","FlameGuard ASA 275","https://ca.spectrumfilaments.com/products/filament-spectrum-flameguard-asa-275-1-75mm-silver-star-1kg","SILVER STAR","https://cdn.shopify.com/s/files/1/0912/5042/6226/files/eng_pl_Filament-Spectrum-FlameGuard-ASA-275-1-75mm-SILVER-STAR-1kg-2633_3.jpg?v=1750854819",Not Available,Not Available
"Filament Spectrum FlameGuard ASA 275 1.75mm DARK GREY 1kg","FlameGuard ASA 275","https://ca.spectrumfilaments.com/products/filament-spectrum-flameguard-asa-275-1-75mm-dark-grey-1kg","DARK GREY","https://cdn.shopify.com/s/files/1/0912/5042/6226/files/eng_pl_Filament-Spectrum-FlameGuard-ASA-275-1-75mm-DARK-GREY-1kg-2632_3.jpg?v=1750854835",Not Available,Not Available
"Filament Spectrum FlameGuard ASA 275 1.75mm POLAR WHITE 1kg","FlameGuard ASA 275","https://ca.spectrumfilaments.com/products/filament-spectrum-flameguard-asa-275-1-75mm-polar-white-1kg","POLAR WHITE","https://cdn.shopify.com/s/files/1/0912/5042/6226/files/eng_pl_Filament-Spectrum-FlameGuard-ASA-275-1-75mm-POLAR-WHITE-1kg-2631_3.jpg?v=1750854851",Not Available,Not Available
"Filament Spectrum FlameGuard ASA 275 1.75mm DEEP BLACK 1kg","FlameGuard ASA 275","https://ca.spectrumfilaments.com/products/filament-spectrum-flameguard-asa-275-1-75mm-deep-black-1kg","DEEP BLACK","https://cdn.shopify.com/s/files/1/0912/5042/6226/files/eng_pl_Filament-Spectrum-FlameGuard-ASA-275-1-75mm-DEEP-BLACK-1kg-2630_3.jpg?v=1750854874",Not Available,Not Available
"Filament Spectrum FlameGuard ASA 275 1.75mm POLAR WHITE 0.25kg","FlameGuard ASA 275","https://ca.spectrumfilaments.com/products/filament-spectrum-flameguard-asa-275-1-75mm-polar-white-0-25kg","POLAR WHITE","https://cdn.shopify.com/s/files/1/0912/5042/6226/files/eng_pl_Filament-Spectrum-FlameGuard-ASA-275-1-75mm-POLAR-WHITE-0-25kg-2629_1.jpg?v=1750854888",Not Available,Not Available
"Filament Spectrum FlameGuard ASA 275 1.75mm DEEP BLACK 0.25kg","FlameGuard ASA 275","https://ca.spectrumfilaments.com/products/filament-spectrum-flameguard-asa-275-1-75mm-deep-black-0-25kg","DEEP BLACK","https://cdn.shopify.com/s/files/1/0912/5042/6226/files/eng_pl_Filament-Spectrum-FlameGuard-ASA-275-1-75mm-DEEP-BLACK-0-25kg-2583_3.jpg?v=1750854910",Not Available,Not Available
"Filament Spectrum PLA Magic SILK 1.75mm MAGENTA DREAM 1kg","PLA Magic SILK","https://ca.spectrumfilaments.com/products/filament-spectrum-pla-magic-silk-1-75mm-magenta-dream-1kg","MAGENTA DREAM","https://cdn.shopify.com/s/files/1/0912/5042/6226/files/eng_pl_Filament-Spectrum-PLA-Magic-SILK-1-75mm-MAGENTA-DREAM-1kg-1975_1.jpg?v=1750854924",Not Available,Not Available
"Filament Spectrum PLA Magic SILK 1.75mm VIVID LAVENDER 1kg","PLA Magic SILK","https://ca.spectrumfilaments.com/products/filament-spectrum-pla-magic-silk-1-75mm-vivid-lavender-1kg","VIVID LAVENDER","https://cdn.shopify.com/s/files/1/0912/5042/6226/files/eng_pl_Filament-Spectrum-PLA-Magic-SILK-1-75mm-VIVID-LAVENDER-1kg-1974_1.jpg?v=1750854946",Not Available,Not Available
"Filament Spectrum PLA Magic SILK 1.75mm MYSTIC ORCHID 1kg","PLA Magic SILK","https://ca.spectrumfilaments.com/products/filament-spectrum-pla-magic-silk-1-75mm-mystic-orchid-1kg","MYSTIC ORCHID","https://cdn.shopify.com/s/files/1/0912/5042/6226/files/eng_pl_Filament-Spectrum-PLA-Magic-SILK-1-75mm-MYSTIC-ORCHID-1kg-1973_1.jpg?v=1750854960",Not Available,Not Available
"Filament Spectrum PLA Magic SILK 1.75mm LAGOON BREEZE 1kg","PLA Magic SILK","https://ca.spectrumfilaments.com/products/filament-spectrum-pla-magic-silk-1-75mm-lagoon-breeze-1kg","LAGOON BREEZE","https://cdn.shopify.com/s/files/1/0912/5042/6226/files/eng_pl_Filament-Spectrum-PLA-Magic-SILK-1-75mm-LAGOON-BREEZE-1kg-1972_1.jpg?v=1750855044",Not Available,Not Available
"Filament Spectrum PLA Magic SILK 1.75mm AURORA BLOOM 1kg","PLA Magic SILK","https://ca.spectrumfilaments.com/products/filament-spectrum-pla-magic-silk-1-75mm-aurora-bloom-1kg","AURORA BLOOM","https://cdn.shopify.com/s/files/1/0912/5042/6226/files/eng_pl_Filament-Spectrum-PLA-Magic-SILK-1-75mm-AURORA-BLOOM-1kg-1971_1.jpg?v=1750855063",Not Available,Not Available
"Filament Spectrum PLA Magic SILK 1.75mm FIRE & ICE 1kg","PLA Magic SILK","https://ca.spectrumfilaments.com/products/filament-spectrum-pla-magic-silk-1-75mm-fire-ice-1kg","FIRE & ICE","https://cdn.shopify.com/s/files/1/0912/5042/6226/files/eng_pl_Filament-Spectrum-PLA-Magic-SILK-1-75mm-FIRE-ICE-1kg-1970_1.jpg?v=1750855078",Not Available,Not Available
"Filament Spectrum PLA Magic SILK 1.75mm GOLDEN BERRY 1kg","PLA Magic SILK","https://ca.spectrumfilaments.com/products/filament-spectrum-pla-magic-silk-1-75mm-golden-berry-1kg","GOLDEN BERRY","https://cdn.shopify.com/s/files/1/0912/5042/6226/files/eng_pl_Filament-Spectrum-PLA-Magic-SILK-1-75mm-GOLDEN-BERRY-1kg-1969_1.jpg?v=1750855102",Not Available,Not Available
"Filament Spectrum PLA Magic SILK 1.75mm SOLAR FLARE 1kg","PLA Magic SILK","https://ca.spectrumfilaments.com/products/filament-spectrum-pla-magic-silk-1-75mm-solar-flare-1kg","SOLAR FLARE","https://cdn.shopify.com/s/files/1/0912/5042/6226/files/eng_pl_Filament-Spectrum-PLA-Magic-SILK-1-75mm-SOLAR-FLARE-1kg-1968_1.jpg?v=1750855118",Not Available,Not Available
"Filament Spectrum PLA Magic SILK 1.75mm AMBER LEAF 1kg","PLA Magic SILK","https://ca.spectrumfilaments.com/products/filament-spectrum-pla-magic-silk-1-75mm-amber-leaf-1kg","AMBER LEAF","https://cdn.shopify.com/s/files/1/0912/5042/6226/files/eng_pl_Filament-Spectrum-PLA-Magic-SILK-1-75mm-AMBER-LEAF-1kg-1967_1.jpg?v=1750855134",Not Available,Not Available
"Filament Spectrum PLA Magic SILK 1.75mm MAGENTA BLOSSOM 1kg","PLA Magic SILK","https://ca.spectrumfilaments.com/products/filament-spectrum-pla-magic-silk-1-75mm-magenta-blossom-1kg","MAGENTA BLOSSOM","https://cdn.shopify.com/s/files/1/0912/5042/6226/files/eng_pl_Filament-Spectrum-PLA-Magic-SILK-1-75mm-MAGENTA-BLOSSOM-1kg-1966_1.jpg?v=1750855148",Not Available,Not Available
"Filament Spectrum PLA Magic SILK 1.75mm RASPBERRY BLUSH 1kg","PLA Magic SILK","https://ca.spectrumfilaments.com/products/filament-spectrum-pla-magic-silk-1-75mm-raspberry-blush-1kg","RASPBERRY BLUSH","https://cdn.shopify.com/s/files/1/0912/5042/6226/files/eng_pl_Filament-Spectrum-PLA-Magic-SILK-1-75mm-RASPBERRY-BLUSH-1kg-1965_1.jpg?v=1750855161",Not Available,Not Available
"Filament Spectrum PLA Magic SILK 1.75mm FOREST FLAME 1kg","PLA Magic SILK","https://ca.spectrumfilaments.com/products/filament-spectrum-pla-magic-silk-1-75mm-forest-flame-1kg","FOREST FLAME","https://cdn.shopify.com/s/files/1/0912/5042/6226/files/eng_pl_Filament-Spectrum-PLA-Magic-SILK-1-75mm-FOREST-FLAME-1kg-2575_1.jpg?v=1750855174",Not Available,Not Available
"Filament Spectrum PLA Magic SILK 1.75mm ROYAL AMETHYST 1kg","PLA Magic SILK","https://ca.spectrumfilaments.com/products/filament-spectrum-pla-magic-silk-1-75mm-royal-amethyst-1kg","ROYAL AMETHYST","https://cdn.shopify.com/s/files/1/0912/5042/6226/files/eng_pl_Filament-Spectrum-PLA-Magic-SILK-1-75mm-ROYAL-AMETHYST-1kg-1964_1.jpg?v=1750855189",Not Available,Not Available
"Filament Spectrum PLA Magic SILK 1.75mm NIGHTFIRE 1kg","PLA Magic SILK","https://ca.spectrumfilaments.com/products/filament-spectrum-pla-magic-silk-1-75mm-nightfire-1kg","NIGHTFIRE","https://cdn.shopify.com/s/files/1/0912/5042/6226/files/eng_pl_Filament-Spectrum-PLA-Magic-SILK-1-75mm-NIGHTFIRE-1kg-1963_1.jpg?v=1750855204",Not Available,Not Available
"Filament Spectrum PLA Magic SILK 1.75mm SOLAR ECLIPSE 1kg","PLA Magic SILK","https://ca.spectrumfilaments.com/products/filament-spectrum-pla-magic-silk-1-75mm-solar-eclipse-1kg","SOLAR ECLIPSE","https://cdn.shopify.com/s/files/1/0912/5042/6226/files/eng_pl_Filament-Spectrum-PLA-Magic-SILK-1-75mm-SOLAR-ECLIPSE-1kg-1946_1.jpg?v=1750855216",Not Available,Not Available
"Filament Spectrum PLA Magic SILK 1.75mm MAGENTA DREAM 0.25kg","PLA Magic SILK","https://ca.spectrumfilaments.com/products/filament-spectrum-pla-magic-silk-1-75mm-magenta-dream-0-25kg","MAGENTA DREAM","https://cdn.shopify.com/s/files/1/0912/5042/6226/files/eng_pl_Filament-Spectrum-PLA-Magic-SILK-1-75mm-MAGENTA-DREAM-0-25kg-1962_1.jpg?v=1750855230",Not Available,Not Available
"Filament Spectrum PLA Magic SILK 1.75mm VIVID LAVENDER 0.25kg","PLA Magic SILK","https://ca.spectrumfilaments.com/products/filament-spectrum-pla-magic-silk-1-75mm-vivid-lavender-0-25kg","VIVID LAVENDER","https://cdn.shopify.com/s/files/1/0912/5042/6226/files/eng_pl_Filament-Spectrum-PLA-Magic-SILK-1-75mm-VIVID-LAVENDER-0-25kg-1961_1.jpg?v=1750855240",Not Available,Not Available
"Filament Spectrum PLA Magic SILK 1.75mm MYSTIC ORCHID 0.25kg","PLA Magic SILK","https://ca.spectrumfilaments.com/products/filament-spectrum-pla-magic-silk-1-75mm-mystic-orchid-0-25kg","MYSTIC ORCHID","https://cdn.shopify.com/s/files/1/0912/5042/6226/files/eng_pl_Filament-Spectrum-PLA-Magic-SILK-1-75mm-MYSTIC-ORCHID-0-25kg-1960_1.jpg?v=1750855252",Not Available,Not Available
"Filament Spectrum PLA Magic SILK 1.75mm LAGOON BREEZE 0.25kg","PLA Magic SILK","https://ca.spectrumfilaments.com/products/filament-spectrum-pla-magic-silk-1-75mm-lagoon-breeze-0-25kg","LAGOON BREEZE","https://cdn.shopify.com/s/files/1/0912/5042/6226/files/eng_pl_Filament-Spectrum-PLA-Magic-SILK-1-75mm-LAGOON-BREEZE-0-25kg-1959_1.jpg?v=1750855265",Not Available,Not Available
"Filament Spectrum PLA Magic SILK 1.75mm AURORA BLOOM 0.25kg","PLA Magic SILK","https://ca.spectrumfilaments.com/products/filament-spectrum-pla-magic-silk-1-75mm-aurora-bloom-0-25kg","AURORA BLOOM","https://cdn.shopify.com/s/files/1/0912/5042/6226/files/eng_pl_Filament-Spectrum-PLA-Magic-SILK-1-75mm-AURORA-BLOOM-0-25kg-1958_1.jpg?v=1750855277",Not Available,Not Available
"Filament Spectrum PLA Magic SILK 1.75mm FIRE & ICE 0.25kg","PLA Magic SILK","https://ca.spectrumfilaments.com/products/filament-spectrum-pla-magic-silk-1-75mm-fire-ice-0-25kg","FIRE & ICE","https://cdn.shopify.com/s/files/1/0912/5042/6226/files/eng_pl_Filament-Spectrum-PLA-Magic-SILK-1-75mm-FIRE-ICE-0-25kg-1957_1.jpg?v=1750855319",Not Available,Not Available
"Filament Spectrum PLA Magic SILK 1.75mm GOLDEN BERRY 0.25kg","PLA Magic SILK","https://ca.spectrumfilaments.com/products/filament-spectrum-pla-magic-silk-1-75mm-golden-berry-0-25kg","GOLDEN BERRY","https://cdn.shopify.com/s/files/1/0912/5042/6226/files/eng_pl_Filament-Spectrum-PLA-Magic-SILK-1-75mm-GOLDEN-BERRY-0-25kg-1956_1.jpg?v=1750855329",Not Available,Not Available
"Filament Spectrum PLA Magic SILK 1.75mm SOLAR FLARE 0.25kg","PLA Magic SILK","https://ca.spectrumfilaments.com/products/filament-spectrum-pla-magic-silk-1-75mm-solar-flare-0-25kg","SOLAR FLARE","https://cdn.shopify.com/s/files/1/0912/5042/6226/files/eng_pl_Filament-Spectrum-PLA-Magic-SILK-1-75mm-SOLAR-FLARE-0-25kg-1955_1.jpg?v=1750855341",Not Available,Not Available
"Filament Spectrum PLA Magic SILK 1.75mm AMBER LEAF 0.25kg","PLA Magic SILK","https://ca.spectrumfilaments.com/products/filament-spectrum-pla-magic-silk-1-75mm-amber-leaf-0-25kg","AMBER LEAF","https://cdn.shopify.com/s/files/1/0912/5042/6226/files/eng_pl_Filament-Spectrum-PLA-Magic-SILK-1-75mm-AMBER-LEAF-0-25kg-1954_1.jpg?v=1750855355",Not Available,Not Available
"Filament Spectrum PLA Magic SILK 1.75mm MAGENTA BLOSSOM 0.25kg","PLA Magic SILK","https://ca.spectrumfilaments.com/products/filament-spectrum-pla-magic-silk-1-75mm-magenta-blossom-0-25kg","MAGENTA BLOSSOM","https://cdn.shopify.com/s/files/1/0912/5042/6226/files/eng_pl_Filament-Spectrum-PLA-Magic-SILK-1-75mm-MAGENTA-BLOSSOM-0-25kg-1953_1.jpg?v=1750855369",Not Available,Not Available
"Filament Spectrum PLA Magic SILK 1.75mm RASPBERRY BLUSH 0.25kg","PLA Magic SILK","https://ca.spectrumfilaments.com/products/filament-spectrum-pla-magic-silk-1-75mm-raspberry-blush-0-25kg","RASPBERRY BLUSH","https://cdn.shopify.com/s/files/1/0912/5042/6226/files/eng_pl_Filament-Spectrum-PLA-Magic-SILK-1-75mm-RASPBERRY-BLUSH-0-25kg-1952_1.jpg?v=1750855381",Not Available,Not Available
"Filament Spectrum PLA Magic SILK 1.75mm FOREST FLAME 0.25kg","PLA Magic SILK","https://ca.spectrumfilaments.com/products/filament-spectrum-pla-magic-silk-1-75mm-forest-flame-0-25kg","FOREST FLAME","https://cdn.shopify.com/s/files/1/0912/5042/6226/files/eng_pl_Filament-Spectrum-PLA-Magic-SILK-1-75mm-FOREST-FLAME-0-25kg-1951_1.jpg?v=1750855396",Not Available,Not Available
"Filament Spectrum PLA Magic SILK 1.75mm ROYAL AMETHYST 0.25kg","PLA Magic SILK","https://ca.spectrumfilaments.com/products/filament-spectrum-pla-magic-silk-1-75mm-royal-amethyst-0-25kg","ROYAL AMETHYST","https://cdn.shopify.com/s/files/1/0912/5042/6226/files/eng_pl_Filament-Spectrum-PLA-Magic-SILK-1-75mm-ROYAL-AMETHYST-0-25kg-1950_1.jpg?v=1750855415",Not Available,Not Available
"Filament Spectrum PLA Magic SILK 1.75mm NIGHTFIRE 0.25kg","PLA Magic SILK","https://ca.spectrumfilaments.com/products/filament-spectrum-pla-magic-silk-1-75mm-nightfire-0-25kg","NIGHTFIRE","https://cdn.shopify.com/s/files/1/0912/5042/6226/files/eng_pl_Filament-Spectrum-PLA-Magic-SILK-1-75mm-NIGHTFIRE-0-25kg-1949_1.jpg?v=1750855432",Not Available,Not Available
"Filament Spectrum PLA Magic SILK 1.75mm SOLAR ECLIPSE 0.25kg","PLA Magic SILK","https://ca.spectrumfilaments.com/products/filament-spectrum-pla-magic-silk-1-75mm-solar-eclipse-0-25kg","SOLAR ECLIPSE","https://cdn.shopify.com/s/files/1/0912/5042/6226/files/eng_pl_Filament-Spectrum-PLA-Magic-SILK-1-75mm-SOLAR-ECLIPSE-0-25kg-1948_1.jpg?v=1750855443",Not Available,Not Available
"Filament Spectrum PA12 CF15 1.75mm CARBON BLACK 1kg","PA12 CF15","https://ca.spectrumfilaments.com/products/filament-spectrum-pa12-cf15-1-75mm-carbon-black-1kg","CARBON BLACK","https://cdn.shopify.com/s/files/1/0912/5042/6226/files/eng_pl_Filament-Spectrum-PA12-CF15-1-75mm-CARBON-BLACK-1kg-2764_2.jpg?v=1750855459",Not Available,Not Available
"The Filament ReFill PETG CF 1.75mm GREEN 1kg","The   PETG CF","https://ca.spectrumfilaments.com/products/the-filament-refill-petg-cf-1-75mm-green-1kg","GREEN","https://cdn.shopify.com/s/files/1/0912/5042/6226/files/The_Filament_Green_PETG_CF_0_d330af81-9b30-4620-a410-be4324fd8304.jpg?v=1749680983",Not Available,Not Available
"The Filament ReFill PETG CF 1.75mm GREY 1kg","The   PETG CF","https://ca.spectrumfilaments.com/products/the-filament-refill-petg-cf-1-75mm-grey-1kg","GREY","https://cdn.shopify.com/s/files/1/0912/5042/6226/files/The_Filament_Grey_PETG_CF_0.jpg?v=1749680977",Not Available,Not Available
"The Filament ReFill PETG CF 1.75mm PURPLE 1kg","The   PETG CF","https://ca.spectrumfilaments.com/products/the-filament-refill-petg-cf-1-75mm-purple-1kg","PURPLE","https://cdn.shopify.com/s/files/1/0912/5042/6226/files/The_Filament_Purple_PETG_CF_0_e0354aa2-966b-4036-bbe9-63e4b58dc799.jpg?v=1749680970",Not Available,Not Available
"The Filament ReFill PETG CF 1.75mm RED 1kg","The   PETG CF","https://ca.spectrumfilaments.com/products/the-filament-refill-petg-cf-1-75mm-red-1kg","RED","https://cdn.shopify.com/s/files/1/0912/5042/6226/files/The_Filament_Red_PETG_CF_0_b7ce1cf6-0bd2-46e4-97ae-b5faa1af6907.jpg?v=1749680964",Not Available,Not Available
"The Filament ReFill PETG CF 1.75mm BLUE 1kg","The   PETG CF","https://ca.spectrumfilaments.com/products/the-filament-refill-petg-cf-1-75mm-blue-1kg","BLUE","https://cdn.shopify.com/s/files/1/0912/5042/6226/files/The_Filament_Blue_PETG_CF_0_443a4149-78b4-429a-843d-df7817630311.jpg?v=1749680958",Not Available,Not Available
"The Filament ReFill PETG CF 1.75mm BLACK 1kg","The   PETG CF","https://ca.spectrumfilaments.com/products/the-filament-refill-petg-cf-1-75mm-black-1kg","BLACK","https://cdn.shopify.com/s/files/1/0912/5042/6226/files/The_Filament_Black_PETG_CF_0_7181a8dc-ea89-462b-abde-889836ca4d5c.jpg?v=1749680952",Not Available,Not Available
