Filament Name,Filament Material,Filament Link,Filament Color,Filament Color Image Link,Filament Color Hex,Link to Filament TDS
PLA Kyotoflex,PLA,https://treedfilaments.com/shop/product/?sku=KYO,AQUAMARINE,https://dlh2hyjriy9yy.cloudfront.net/filaments/treedplakyotoflex.png,Not Available,Not Available
PLA Kyotoflex,PLA,https://treedfilaments.com/shop/product/?sku=KYO,ORANGE,https://dlh2hyjriy9yy.cloudfront.net/filaments/treedplakyotoflex.png,Not Available,Not Available
PLA Kyotoflex,PLA,https://treedfilaments.com/shop/product/?sku=KYO,RED WINE,https://dlh2hyjriy9yy.cloudfront.net/filaments/treedplakyotoflex.png,Not Available,Not Available
PLA Kyotoflex,PLA,https://treedfilaments.com/shop/product/?sku=KYO,BROWN,https://dlh2hyjriy9yy.cloudfront.net/filaments/treedplakyotoflex.png,Not Available,Not Available
PLA Kyotoflex,PLA,https://treedfilaments.com/shop/product/?sku=KYO,Industrial Grey,https://dlh2hyjriy9yy.cloudfront.net/filaments/treedplakyotoflex.png,Not Available,Not Available
PLA Kyotoflex,PLA,https://treedfilaments.com/shop/product/?sku=KYO,APPLE GREEN,https://dlh2hyjriy9yy.cloudfront.net/filaments/treedplakyotoflex.png,Not Available,Not Available
PLA Kyotoflex,PLA,https://treedfilaments.com/shop/product/?sku=KYO,Oxford green,https://dlh2hyjriy9yy.cloudfront.net/filaments/treedplakyotoflex.png,Not Available,Not Available
PA KK,PA,https://treedfilaments.com/shop/product/?sku=PAKK,BLACK HOLE,https://dlh2hyjriy9yy.cloudfront.net/filaments/treedpakk.png,Not Available,Not Available
ABS Esd,ABS,https://treedfilaments.com/shop/product/?sku=ABSES,BLACK HOLE,https://dlh2hyjriy9yy.cloudfront.net/filaments/treedabsesd.png,Not Available,Not Available
PC ABS V0,PC,https://treedfilaments.com/shop/product/?sku=PCABV0,Industrial Grey,https://dlh2hyjriy9yy.cloudfront.net/filaments/treedpcabsv0.png,Not Available,Not Available
PPS GF 25,PPS,https://treedfilaments.com/shop/product/?sku=PPSGF,BLACK HOLE,https://dlh2hyjriy9yy.cloudfront.net/filaments/treedppsgf25.png,Not Available,Not Available
PEEK CF 15,PEEK,https://treedfilaments.com/shop/product/?sku=PEEKCF,BLACK HOLE,https://dlh2hyjriy9yy.cloudfront.net/filaments/treedpeekcf15.png,Not Available,Not Available
PPS CF15,PPS,https://treedfilaments.com/shop/product/?sku=PPSCF,CARBON BLACK,https://dlh2hyjriy9yy.cloudfront.net/filaments/treedppscf15.png,Not Available,Not Available
PA CF25,PA,https://treedfilaments.com/shop/product/?sku=PA25,CARBON BLACK,https://dlh2hyjriy9yy.cloudfront.net/filaments/treedpacf25.png,Not Available,Not Available
PA HP CF 15,PA,https://treedfilaments.com/shop/product/?sku=PAHPCF,CARBON BLACK,https://dlh2hyjriy9yy.cloudfront.net/filaments/treedpahpcf15.png,Not Available,Not Available
PA HP GS10,PA,https://treedfilaments.com/shop/product/?sku=PAHPGS,CARBON BLACK,https://dlh2hyjriy9yy.cloudfront.net/filaments/treedpahpgs10.png,Not Available,Not Available
Carbonio CF15,PA,https://treedfilaments.com/shop/product/?sku=CARB,CARBON BLACK,https://dlh2hyjriy9yy.cloudfront.net/filaments/treedcarboniocf15.png,Not Available,Not Available
Carbonio CF15,PA,https://treedfilaments.com/shop/product/?sku=CARB,CARBON RED,https://dlh2hyjriy9yy.cloudfront.net/filaments/treedcarboniocf15.png,Not Available,Not Available
Carbonio CF15,PA,https://treedfilaments.com/shop/product/?sku=CARB,CARBON GREEN,https://dlh2hyjriy9yy.cloudfront.net/filaments/treedcarboniocf15.png,Not Available,Not Available
Carbonio CF15,PA,https://treedfilaments.com/shop/product/?sku=CARB,CARBON BLUE,https://dlh2hyjriy9yy.cloudfront.net/filaments/treedcarboniocf15.png,Not Available,Not Available
PP GF30,PP,https://treedfilaments.com/shop/product/?sku=PPGF,SLATE GREY,https://dlh2hyjriy9yy.cloudfront.net/filaments/treedppgf30.png,Not Available,Not Available
PET CF 15,PET,https://treedfilaments.com/shop/product/?sku=PETCF,CARBON BLACK,https://dlh2hyjriy9yy.cloudfront.net/filaments/treedpetcf15.png,Not Available,Not Available
PEEK NAT,PEEK,https://treedfilaments.com/shop/product/?sku=PEEKN,NATURAL,https://dlh2hyjriy9yy.cloudfront.net/filaments/treedpeeknat.png,Not Available,Not Available
PA HP NAT,PA,https://treedfilaments.com/shop/product/?sku=PAHPN,NATURAL,https://dlh2hyjriy9yy.cloudfront.net/filaments/treedpahpnat.png,Not Available,Not Available
PA Lubratech,PA,https://treedfilaments.com/shop/product/?sku=LUBR,BLACK HOLE,https://dlh2hyjriy9yy.cloudfront.net/filaments/treedpalubratech.png,Not Available,Not Available
PA Longchain,PA,https://treedfilaments.com/shop/product/?sku=LONG,BLACK HOLE,https://dlh2hyjriy9yy.cloudfront.net/filaments/treedpalongchain.png,Not Available,Not Available
PA Longchain,PA,https://treedfilaments.com/shop/product/?sku=LONG,WHITE,https://dlh2hyjriy9yy.cloudfront.net/filaments/treedpalongchain.png,Not Available,Not Available
PP P-lene 4,PP,https://treedfilaments.com/shop/product/?sku=PP4,BLACK HOLE,https://dlh2hyjriy9yy.cloudfront.net/filaments/treedppp-lene4.png,Not Available,Not Available
PP P-lene 4,PP,https://treedfilaments.com/shop/product/?sku=PP4,WHITE,https://dlh2hyjriy9yy.cloudfront.net/filaments/treedppp-lene4.png,Not Available,Not Available
PP P-lene 4,PP,https://treedfilaments.com/shop/product/?sku=PP4,NATURAL,https://dlh2hyjriy9yy.cloudfront.net/filaments/treedppp-lene4.png,Not Available,Not Available
